Code,Description,Units,total
IRMPBFD2,Panic bolt - Fire door - Two way,£50.66 EA,£50.66
IRMPBFRF,Panic bolt - Fire door - Remove & refit,£10.93 EA,£10.93
IRMPBLP,Post-box - Letter plate,£26.16 EA,£26.16
IRMPBLP-,Post-box - Letter plate - Standard grade,£20.00 EA,£20.00
IRMPBLP+,Post-box - Letter plate - High grade,£37.71 EA,£37.71
IRMPBMO,Post-box - Multi occupancy to ext-unit,£54.09 EA,£54.09
IRMPBMO-,Post-box - Multi occupancy to ext-unit - Standard grade,£37.41 EA,£37.41
IRMPBMO+,Post-box - Multi occupancy to ext-unit - High grade,£80.48 EA,£80.48
IRMPBPB,Push bar - Panic bolt,£99.85 EA,£99.85
IRMPBPB-,Push bar - Panic bolt - Standard grade,£87.14 EA,£87.14
IRMPBPB+,Push bar - Panic bolt - High grade,£125.34 EA,£125.30
IRMPBPBL,Push bar - Dbl door - Panic bolt & latch,£202.27 EA,£202.20
IRMPBPBL-,Push bar - Dbl door - Panic bolt & latch - Standard grade,£181.02 EA,£181.00
IRMPBPBL+,Push bar - Dbl door - Panic bolt & latch - High grade,£226.46 EA,£226.40
IRMPBPBLRF,Push bar - Dbl door - Panic bolt & latch - Remove & refit,£46.30 EA,£46.30
IRMPBPBRF,Push bar - Panic bolt - Remove & refit,£21.88 EA,£21.88
IRMPBPL,Push bar - Panic latch,£80.18 EA,£80.18
IRMPBPL-,Push bar - Panic latch - Standard grade,£72.61 EA,£72.61
IRMPBPL+,Push bar - Panic latch - High grade,£99.40 EA,£99.40
IRMPBPLRF,Push bar - Panic latch - Remove & refit,£15.14 EA,£15.14
IRMPBRR,Post-box - Rear retrieval,£91.94 EA,£91.94
IRMPBRR-,Post-box - Rear retrieval - Standard grade,£83.69 EA,£83.69
IRMPBRR+,Post-box - Rear retrieval - High grade,£105.90 EA,£105.90
IRMPC,PC sum - Ironmongery,£0.00 EA,£0.00
IRMPPPSB,Push pad - Panic single bolt,£83.15 EA,£83.15
IRMPPPSB-,Push pad - Panic single bolt - Standard grade,£76.42 EA,£76.42
IRMPPPSB+,Push pad - Panic single bolt - High grade,£151.94 EA,£151.90
IRMPPPSBRF,Push pad - Panic single bolt - Remove & refit,£16.83 EA,£16.83
IRMPPR,Push pad - Rim latch,£84.03 EA,£84.03
IRMPPR-,Push pad - Rim latch - Standard grade,£59.77 EA,£59.77
IRMPPR+,Push pad - Rim latch - High grade,£109.38 EA,£109.30
IRMPPRRF,Push pad - Rim latch - Remove & refit,£9.25 EA,£9.25
IRMPS,Provisional sum - Ironmongery,£0.00 EA,£0.00
IRMRL,Rim lock,£24.40 EA,£24.40
IRMRL-,Rim lock - Standard grade,£17.35 EA,£17.35
IRMRL+,Rim lock - High grade,£36.52 EA,£36.52
IRMRLK,Rim lock - Knob,£17.94 EA,£17.94
IRMRLK-,Rim lock - Knob - Standard grade,£13.25 EA,£13.25
IRMRLK+,Rim lock - Knob - High grade,£28.18 EA,£28.18
IRMRLRF,Rim lock - Remove & refit,£10.10 EA,£10.10
IRMRPT,Panic bolt tubes - Replacement,£4.74 EA,£4.74
IRMSB,Sliding bolt,£11.47 EA,£11.47
IRMSB+,Sliding bolt - High grade,£14.75 EA,£14.75
IRMSBRF,Sliding bolt - Remove & refit,£6.72 EA,£6.72
IRMSC,Sashlock - Up to 76mm,£17.28 EA,£17.28
IRMSC+,Sashlock - Up to 76mm - High grade,£27.75 EA,£27.75
IRMSCR,Shower curtain rail,£35.42 EA,£35.42
IRMSCRRF,Shower curtain rail - Remove & refit,£7.21 EA,£7.21
IRMSDC,Deadlock case set - Up to 76mm,£27.05 EA,£27.05
IRMSDC-,Deadlock case set - Up to 76mm - Standard grade,£25.35 EA,£25.35
IRMSDC+,Deadlock case set - Up to 76mm - High grade,£40.80 EA,£40.80
IRMSDCRF,Deadlock case - Remove & refit,£10.10 EA,£10.10
IRMSDISH,Soap dish,£15.49 EA,£15.49
IRMSDISHRF,Soap dish - Remove & refit,£10.10 EA,£10.10
IRMSDISP,Soap dispenser,£19.62 EA,£19.62
IRMSDISPRF,Soap dispenser - Remove & refit,£9.61 EA,£9.61
IRMSDPK,Door privacy knob set,£34.10 EA,£34.10
IRMSDPK-,Door privacy knob set - Standard grade,£28.02 EA,£28.02
IRMSDPK+,Door privacy knob set - High grade,£47.21 EA,£47.21
IRMSDRDH,Door dummy knob set,£29.70 EA,£29.70
IRMSDRDH-,Door dummy knob set - Standard grade,£25.13 EA,£25.13
IRMSDRDH+,Door dummy knob set - High grade,£37.20 EA,£37.20
IRMSDRDH++,Door dummy knob set - Premium grade,£54.52 EA,£54.52
IRMSDSC,Sashlock case set - 76mm,£45.97 EA,£45.97
IRMSDSC-,Sashlock case set - 76mm - Standard grade,£39.36 EA,£39.36
IRMSDSC+,Sashlock case set - 76mm - High grade,£66.15 EA,£66.15
IRMSDSCRF,Sashlock case set - Sashlock - Remove & refit,£10.10 EA,£10.10
IRMSECD,Euro case set - Deadlock - Up to 76mm,£45.75 EA,£45.75
IRMSECD-,Euro case set - Deadlock - Up to 76mm - Standard grade,£35.58 EA,£35.58
IRMSECD+,Euro case set - Deadlock - Up to 76mm - High grade,£82.51 EA,£82.51
IRMSECDRF,Euro case set - Deadlock - Remove & refit,£10.10 EA,£10.10
IRMSECS,Euro case set - Sashlock - Up to 76mm,£60.65 EA,£60.65
IRMSECS-,Euro case set - Sashlock - Up to 76mm - Standard grade,£46.61 EA,£46.61
IRMSECS+,Euro case set - Sashlock - Up to 76mm - High grade,£103.42 EA,£103.40
IRMSECSRF,Euro case set - Sashlock - Remove & refit,£16.83 EA,£16.83
IRMSFKL,Suffolk latch,£36.16 EA,£36.16
IRMSFKL-,Suffolk latch - Standard grade,£21.53 EA,£21.53
IRMSFKL+,Suffolk latch - High grade,£53.32 EA,£53.32
IRMSFKLRF,Suffolk latch - Remove & refit,£14.30 EA,£14.30
IRMSHLDR,Soap holder - Recessed,£59.36 EA,£59.36
IRMSHLDRRF,Soap holder - Recessed - Remove & refit,£12.62 EA,£12.62
IRMSLHE,Lever handle set - Euro plate,£29.01 EA,£29.01
IRMSLHE-,Lever handle set - Euro plate - Standard grade,£25.15 EA,£25.15
IRMSLHE+,Lever handle set - Euro plate - High grade,£39.52 EA,£39.52
IRMSLHL,Lever handle set - Lock plate,£33.26 EA,£33.26
IRMSLHL-,Lever handle set - Lock plate - Standard grade,£28.34 EA,£28.34
IRMSLHL+,Lever handle set - Lock plate - High grade,£42.26 EA,£42.26
IRMSLHP,Lever handle set - Blank plate,£35.00 EA,£35.00
IRMSLHP-,Lever handle set - Blank plate - Standard grade,£28.33 EA,£28.33
IRMSLHP+,Lever handle set - Blank plate - High grade,£53.95 EA,£53.95
IRMSLHR,Lever handle set - Rose,£29.06 EA,£29.06
IRMSLHR-,Lever handle set - Rose - Standard grade,£24.70 EA,£24.70
IRMSLHR+,Lever handle set - Rose - High grade,£37.97 EA,£37.97
IRMSLHRF,Lever handle set - Remove & refit,£11.78 EA,£11.78
IRMSLHT,Lever handle set - Thumb turn,£41.86 EA,£41.86
IRMSLHT-,Lever handle set - Thumb turn - Standard grade,£34.38 EA,£34.38
IRMSLHT+,Lever handle set - Thumb turn - High grade,£62.74 EA,£62.74
IRMSMDL,Mechanical digi lock set,£77.53 EA,£77.53
IRMSMDL-,Mechanical digi lock set - Standard grade,£45.63 EA,£45.63
IRMSMDL+,Mechanical digi lock set - High grade,£102.17 EA,£102.10
IRMSMDLRF,Mechanical digi lock set - Remove & refit,£7.57 EA,£7.57
IRMSMPL,Multi point lock set,£116.41 EA,£116.40
IRMSMPL-,Multi point lock set - Standard grade,£79.52 EA,£79.52
IRMSMPL+,Multi point lock set - High grade,£190.59 EA,£190.50
IRMSMPLRF,Multi point lock set - Remove & refit,£21.02 EA,£21.02
IRMSPPS,Push and pull set,£124.98 EA,£124.90
IRMSPPS-,Push and pull set - Standard grade,£73.40 EA,£73.40
IRMSPPS+,Push and pull set - High grade,£190.23 EA,£190.20
IRMSPPSRF,Push and pull set - Remove & refit,£26.92 EA,£26.92
IRMTBL,Tubular - Latch,£8.27 EA,£8.27
IRMTBL+,Tubular - Latch - High grade,£10.90 EA,£10.90
IRMTR,Towel ring,£22.06 EA,£22.06
IRMTR-,Towel ring - Standard grade,£18.27 EA,£18.27
IRMTR+,Towel ring - High grade,£27.47 EA,£27.47
IRMTR++,Towel ring - Premium grade,£36.58 EA,£36.58
IRMTRH,Toilet roll holder,£21.39 EA,£21.39
IRMTRH-,Toilet roll holder - Standard grade,£17.76 EA,£17.76
IRMTRH+,Toilet roll holder - High grade,£26.04 EA,£26.04
IRMTRH++,Toilet roll holder - Premium grade,£40.07 EA,£40.07
IRMTRHRF,Toilet roll holder - Remove & refit,£11.21 EA,£11.21
IRMTRL,Towel rail,£27.08 EA,£27.08
IRMTRL-,Towel rail - Standard grade,£21.60 EA,£21.60
IRMTRL+,Towel rail - High grade,£32.64 EA,£32.64
IRMTRL++,Towel rail - Premium grade,£74.56 EA,£74.56
IRMTRLRF,Towel rail - Remove & refit,£10.62 EA,£10.62
IRMTRRF,Towel ring - Remove & refit,£11.21 EA,£11.21
IRMTVBRF,TV bracket - Remove & refit,£19.35 EA,£19.35
IRMWL,Window lock,£16.48 EA,£16.48
IRMWL-,Window lock - Standard grade,£11.55 EA,£11.55
IRMWL+,Window lock - High grade,£24.03 EA,£24.03
IRMWLRF,Window lock - Remove & refit,£5.04 EA,£5.04
,X) JNF FIRST FIX JOINERY ,,
JNF1015E24,100 x 150mm x 2.4m - Engineered (PSL) - Material only,£42.28 EA,£42.28
JNF1015E3,100 x 150mm x 3.0m - Engineered (PSL) - Material only,£52.94 EA,£52.94
JNF1015E36,100 x 150mm x 3.6m - Engineered (PSL) - Material only,£63.41 EA,£63.41
JNF1015E42,100 x 150mm x 4.2m - Engineered (PSL) - Material only,£74.07 EA,£74.07
JNF1015E48,100 x 150mm x 4.8m - Engineered (PSL) - Material only,£84.76 EA,£84.76
JNF1015LAB,100 x 150mm wood post - Labour only,£13.10 LM,£13.10
JNF1015T48,100 x 150mm x 4.8m - Dry - Sawn - C16 treated - Mat. only,£41.56 EA,£41.56
JNF1015T6,100 x 150mm x 6.0m - Dry - Sawn - C16 treated - Mat. only,£51.76 EA,£51.76
JNF1015X48,100 x 150mm x 4.8m - Dry - Sawn - C16 softwood - Mat. only,£36.04 EA,£36.04
JNF10L24,Labour to build 50x100mmx2.4m non-bearing wall -400mm c/c,£23.53 LM,£23.53
JNF10L24>,Labour to build 50x100mmx2.4m non-bearing wall -600mm c/c,£21.22 LM,£21.22
JNF10L24B,Labour to build 50x100mmx2.4m load bearing wall-400mm c/c,£24.55 LM,£24.55
JNF10L24B<,Labour to build 50x100mmx2.4m load bearing wall-300mm c/c,£27.70 LM,£27.70
JNF10L27,Labour to build 50x100mmx2.7m non-bearing wall -400mm c/c,£26.34 LM,£26.34
JNF10L27>,Labour to build 50x100mmx2.7m non-bearing wall -600mm c/c,£23.74 LM,£23.74
JNF10L27B,Labour to build 50x100mmx2.7m load bearing wall-400mm c/c,£27.50 LM,£27.50
JNF10L27B<,Labour to build 50x100mmx2.7m load bearing wall-300mm c/c,£31.05 LM,£31.05
JNF10L3,Labour to build 50x100mmx3m non-bearing wall - 400mm c/c,£28.91 LM,£28.91
JNF10L3>,Labour to build 50x100mmx3m non-bearing wall - 600mm c/c,£26.09 LM,£26.09
JNF10L3B,Labour to build 50x100mmx3m load bearing wall - 400mm c/c,£29.92 LM,£29.92
JNF10L3B<,Labour to build 50x100mmx3m load bearing wall - 300mm c/c,£34.11 LM,£34.11
JNF10LW24,Stud wall - 50 x 100mm x 2.4m - 400mm c/c,£82.41 LM,£82.41
JNF10LW24<,Stud wall - 50 x 100mm x 2.4m - 300mm c/c,£92.29 LM,£92.29
JNF10LW24>,Stud wall - 50 x 100mm x 2.4m - 600mm c/c,£71.52 LM,£71.52
JNF10S24,100 x 100mm x 2.4m - Dry - Sawn - C16 - Material only,£12.52 EA,£12.52
JNF10S24E,100 x 100mm x 2.4m - Engineered (PSL) - Material only,£26.64 EA,£26.64
JNF10S24T,100 x 100mm x 2.4m - Dry - Sawn - C16 treated - Mat. only,£13.95 EA,£13.95
JNF10S3,100 x 100mm x 3.0m - Dry - Sawn - C16 - Material only,£15.67 EA,£15.67
JNF10S36,100 x 100mm x 3.6m - Dry - Sawn - C16 - Material only,£18.77 EA,£18.77
JNF10S36E,100 x 100mm x 3.6m - Engineered (PSL) - Material only,£39.96 EA,£39.96
JNF10S36T,100 x 100mm x 3.6m - Dry - Sawn - C16 treated - Mat. only,£20.93 EA,£20.93
JNF10S3E,100 x 100mm x 3.0m - Engineered (PSL) - Material only,£33.36 EA,£33.36
JNF10S3T,100 x 100mm x 3.0m - Dry - Sawn - C16 treated - Mat. only,£17.47 EA,£17.47
JNF10S42,100 x 100mm x 4.2m - Dry - Sawn - C16 - Material only,£21.93 EA,£21.93
JNF10S42E,100 x 100mm x 4.2m - Engineered (PSL) - Material only,£46.67 EA,£46.67
JNF10S42T,100 x 100mm x 4.2m - Dry - Sawn - C16 treated - Mat. only,£24.45 EA,£24.45
JNF10S48,100 x 100mm x 4.8m - Dry - Sawn - C16 - Material only,£25.09 EA,£25.09
JNF10S48E,100 x 100mm x 4.8m - Engineered (PSL) - Material only,£53.40 EA,£53.40
JNF10S48T,100 x 100mm x 4.8m - Dry - Sawn - C16 treated - Mat. only,£27.98 EA,£27.98
JNF10SLAB,100 x 100mm square wood post - Labour only,£10.65 LM,£10.65
JNF10SM,Labour to build 50 x 100mm non-bearing wall - 400mm c/c,£9.71 M2,£9.71
JNF10SM<,Labour to build 50 x 100mm non-bearing wall - 300mm c/c,£11.73 M2,£11.73
JNF10SM<<,Labour to build 50 x 100mm non-bearing wall - 150mm c/c,£18.89 M2,£18.89
JNF10SM>,Labour to build 50 x 100mm non-bearing wall - 600mm c/c,£7.64 M2,£7.64
JNF10SMB,Labour to build 50 x 100mm load bearing wall - 400mm c/c,£10.13 M2,£10.13
JNF10SMB<,Labour to build 50 x 100mm load bearing wall - 300mm c/c,£12.25 M2,£12.25
JNF10SMB<<,Labour to build 50 x 100mm load bearing wall - 150mm c/c,£19.76 M2,£19.76
JNF10SMB>,Labour to build 50 x 100mm load bearing wall - 600mm c/c,£7.97 M2,£7.97
JNF10SMH,Additional labour for building a high wall - 50 x 100mm,£3.61 M2,£3.61
JNF10SMW,Stud wall - 50 x 100mm - 400mm c/c,£29.38 M2,£29.38
JNF10SMW<,Stud wall - 50 x 100mm - 300mm c/c,£35.39 M2,£35.39
JNF10SMW<<,Stud wall - 50 x 100mm - 150mm c/c,£57.33 M2,£57.33
JNF10SMW>,Stud wall - 50 x 100mm - 600mm c/c,£23.67 M2,£23.67
JNF10ST,100 x 100mm - Dry - Sawn - C16 - Treated,£21.35 LM,£21.35
JNF15L24,Labour to build 50x150mmx 2.4m non-bearing wall - 400mmc/c,£34.47 LM,£34.47
JNF15L24>,Labour to build 50x150mmx 2.4m non-bearing wall - 600mmc/c,£31.03 LM,£31.03
JNF15L24B,Labour to build 50x150mmx2.4m load bearing wall - 400mmc/c,£35.95 LM,£35.95
JNF15L24B<,Labour to build 50x150mmx2.4m load bearing wall - 300mmc/c,£41.10 LM,£41.10
JNF15L27,Labour to build 50x150mmx2.7m non-bearing wall - 400mmc/c,£38.58 LM,£38.58
JNF15L27>,Labour to build 50x150mm x2.7m non-bearing wall - 600mmc/c,£34.72 LM,£34.72
JNF15L27B,Labour to build 50x150mmx2.7m load bearing wall - 400mmc/c,£40.28 LM,£40.28
JNF15L27B<,Labour to build 50x150mmx2.7m load bearing wall - 300mmc/c,£46.01 LM,£46.01
JNF15L3,Labour to build 50x150mm x3.0m non-bearing wall - 400mmc/c,£42.36 LM,£42.36
JNF15L3>,Labour to build 50x150mm x3.0m non-bearing wall - 600mmc/c,£38.15 LM,£38.15
JNF15L3B,Labour to build 50x150mmx3.0m load bearing wall - 400mmc/c,£44.25 LM,£44.25
JNF15L3B<,Labour to build 50x150mmx3.0m load bearing wall - 300mmc/c,£50.51 LM,£50.51
JNF15LW24,Stud wall - 50 x 150mm x 2.4m - 400mm c/c,£124.36 LM,£124.30
JNF15LW24<,Stud wall - 50 x 150mm x 2.4m - 300mm c/c,£137.91 LM,£137.90
JNF15LW24>,Stud wall - 50 x 150mm x 2.4m - 600mm c/c,£106.10 LM,£106.10
JNF15S,150 x 150mm square wood post,£38.50 LM,£38.50
JNF15S24,150 x 150mm x 2.4m - Dry - Sawn - C16 - Material only,£28.85 EA,£28.85
JNF15S24E,150 x 150mm x 2.4m - Engineered (PSL) - Mat. only,£64.07 EA,£64.07
JNF15S24T,150 x 150mm x 2.4m - Treated timber post - Material only,£31.68 EA,£31.68
JNF15S3,150 x 150mm x 3.0m - Dry - Sawn - C16 - Material only,£36.12 EA,£36.12
JNF15S36,150 x 150mm x 3.6m - Dry - Sawn - C16 - Material only,£43.27 EA,£43.27
JNF15S36E,150 x 150mm x 3.6m - Engineered (PSL) - Mat. only,£96.10 EA,£96.10
JNF15S36T,150 x 150mm x 3.6m - Treated timber post - Material only,£47.52 EA,£47.52
JNF15S3E,150 x 150mm x 3.0m - Engineered (PSL) - Mat. only,£80.23 EA,£80.23
JNF15S3T,150 x 150mm x 3.0m - Treated timber post - Material only,£39.67 EA,£39.67
JNF15S42,150 x 150mm x 4.2m - Dry - Sawn - C16 - Material only,£50.54 EA,£50.54
JNF15S42E,150 x 150mm x 4.2m - Engineered (PSL) - Mat. only,£112.26 EA,£112.20
JNF15S42T,150 x 150mm x 4.2m - Treated timber post - Material only,£55.50 EA,£55.50
JNF15S48,150 x 150mm x 4.8m - Dry - Sawn - C16 - Material only,£57.83 EA,£57.83
JNF15S48E,150 x 150mm x 4.8m - Engineered (PSL) - Mat. only,£128.45 EA,£128.40
JNF15S48T,150 x 150mm x 4.8m - Treated timber post - Material only,£63.51 EA,£63.51
JNF15SLAB,150 x 150mm wood post - Labour only,£18.66 LM,£18.66
JNF15SM,Labour to build 50 x 150mm non-bearing wall - 400mm c/c,£10.87 M2,£10.87
JNF15SM<,Labour to build 50 x 150mm non-bearing wall - 300mm c/c,£13.14 M2,£13.14
JNF15SM<<,Labour to build 50 x 150mm non-bearing wall - 150mm c/c,£21.17 M2,£21.17
JNF15SM>,Labour to build 50 x 150mm non-bearing wall - 600mm c/c,£8.43 M2,£8.43
JNF15SMB,Labour to build 50 x 150mm load bearing wall - 400mm c/c,£11.32 M2,£11.32
JNF15SMB<,Labour to build 50 x 150mm load bearing wall - 300mm c/c,£13.70 M2,£13.70
JNF15SMB<<,Labour to build 50 x 150mm load bearing wall - 150mm c/c,£22.13 M2,£22.13
JNF15SMB>,Labour to build 50 x 150mm load bearing wall - 600mm c/c,£8.78 M2,£8.78
JNF15SMH,Additional labour to build a high wall - 50 x 150mm,£4.82 M2,£4.82
JNF15SMW,Stud wall - 50 x 150mm - 400mm c/c,£41.67 M2,£41.67
JNF15SMW<,Stud wall - 50 x 150mm - 300mm c/c,£50.30 M2,£50.30
JNF15SMW<<,Stud wall - 50 x 150mm - 150mm c/c,£82.40 M2,£82.40
JNF15SMW>,Stud wall - 50 x 150mm - 600mm c/c,£32.88 M2,£32.88
JNF15ST,150 x 150mm wood post - Treated,£39.81 LM,£39.81
JNF15X15L,150 x 150mm treated wood post - Laminated,£39.47 LM,£39.47
JNF15X20L,150 x 200mm treated wood post - Laminated,£43.19 LM,£43.19
JNF20S,200 x 200mm wood post,£49.64 LM,£49.64
JNF20SMW,Stud wall - 50 x 200mm - 400mm c/c,£54.36 M2,£54.36
JNF20SMW>,Stud wall - 50 x 200mm - 600mm c/c,£42.79 M2,£42.79
JNF25X50,25 x 50mm - Carcassing timber - Softwood,£4.92 LM,£4.92
JNF25X50T,25 x 50mm - Carcassing timber - Treated,£4.93 LM,£4.93
JNF38X38,38 x 38mm - Carcassing timber - Softwood,£4.40 LM,£4.40
JNF38X38T,38 x 38mm - Carcassing timber - Treated,£4.67 LM,£4.67
JNF50X10P,50 x 100 x 2657mm - Dry - C16 - Treated 2.7m wall mat only,£10.80 EA,£10.80
JNF50X10P<,50 x 100 x 2352mm - Dry - C16 - Treated 2.4m wall mat only,£9.63 EA,£9.63
JNF50X10P>,50 x 100 x 2960mm - Dry - C16 - Treated 3.0m wall mat only,£12.05 EA,£12.05
JNF50X15P,50 x 150 x 2657mm - Dry - C16 - Treated 2.7m wall mat only,£17.67 EA,£17.67
JNF50X15P<,50 x 150 x 2352mm - Dry - C16 - Treated 2.4m wall mat only,£10.10 EA,£10.10
JNF50X15P>,50 x 150 x 2960mm - Dry - C16 - Treated 3.0m wall mat only,£19.64 EA,£19.64
JNF5X10,50 x 100mm - Dry - Sawn - C16 - Softwood,£8.84 LM,£8.84
JNF5X10T,50 x 100mm - Dry - Sawn - C16 - Treated,£9.37 LM,£9.37
JNF5X10T24,50 x 100mm x 2.4m - Dry - Sawn - C16 treated (mat. only),£9.77 EA,£9.77
JNF5X10T3,50 x 100mm x 3.0m - Dry - Sawn - C16 treated (mat. only),£12.23 EA,£12.23
JNF5X10T36,50 x 100mm x 3.6m - Dry - Sawn - C16 treated (mat. only),£14.65 EA,£14.65
JNF5X10T42,50 x 100mm x 4.2m - Dry - Sawn - C16 treated (mat. only),£17.11 EA,£17.11
JNF5X10T48,50 x 100mm x 4.8m - Dry - Sawn - C16 treated (mat. only),£19.58 EA,£19.58
JNF5X10T54,50 x 100mm x 5.4m - Dry - Sawn - C16 treated (mat. only),£22.01 EA,£22.01
JNF5X10T6,50 x 100mm x 6.0m - Dry - Sawn - C16 treated (mat. only),£24.38 EA,£24.38
JNF5X10X24,50 x 100mm x 2.4m - Dry - Sawn - C16 (material only),£8.63 EA,£8.63
JNF5X10X3,50 x 100mm x 3.0m - Dry - Sawn - C16 (material only),£10.81 EA,£10.81
JNF5X10X36,50 x 100mm x 3.6m - Dry - Sawn - C16 (material only),£12.95 EA,£12.95
JNF5X10X42,50 x 100mm x 4.2m - Dry - Sawn - C16 (material only),£15.13 EA,£15.13
JNF5X10X48,50 x 100mm x 4.8m - Dry - Sawn - C16 (material only),£17.31 EA,£17.31
JNF5X10X54,50 x 100mm x 5.4m - Dry - Sawn - C16 (material only),£19.46 EA,£19.46
JNF5X10X6,50 x 100mm x 6.0m - Dry - Sawn - C16 (material only),£21.56 EA,£21.56
JNF5X15,50 x 150mm - Dry - Sawn - C16 - Softwood,£9.67 LM,£9.67
JNF5X15T,50 x 150mm - Dry - Sawn - C16 - Treated,£12.19 LM,£12.19
JNF5X15T24,50 x 150mm x 2.4m - Dry - Sawn - C16 treated (mat. only),£15.68 EA,£15.68
JNF5X15T3,50 x 150mm x 3.0m - Dry - Sawn - C16 treated (mat. only),£19.64 EA,£19.64
JNF5X15T36,50 x 150mm x 3.6m - Dry - Sawn - C16 treated (mat. only),£23.52 EA,£23.52
JNF5X15T42,50 x 150mm x 4.2m - Dry - Sawn - C16 treated (mat. only),£27.48 EA,£27.48
JNF5X15T48,50 x 150mm x 4.8m - Dry - Sawn - C16 treated (mat. only),£31.44 EA,£31.44
JNF5X15T54,50 x 150mm x 5.4m - Dry - Sawn - C16 treated (mat. only),£35.35 EA,£35.35
JNF5X15T6,50 x 150mm x 6.0m - Dry - Sawn - C16 treated (mat. only),£39.16 EA,£39.16
JNF5X15X24,50 x 150mm x 2.4m - Dry - Sawn - C16 (material only),£10.24 EA,£10.24
JNF5X15X3,50 x 150mm x 3.0m - Dry - Sawn - C16 (material only),£12.82 EA,£12.82
JNF5X15X36,50 x 150mm x 3.6m - Dry - Sawn - C16 (material only),£15.36 EA,£15.36
JNF5X15X42,50 x 150mm x 4.2m - Dry - Sawn - C16 (material only),£17.94 EA,£17.94
JNF5X15X48,50 x 150mm x 4.8m - Dry - Sawn - C16 (material only),£20.53 EA,£20.53
JNF5X15X54,50 x 150mm x 5.4m - Dry - Sawn - C16 (material only),£25.79 EA,£25.79
JNF5X15X6,50 x 150mm x 6.0m - Dry - Sawn - C16 (material only),£28.66 EA,£28.66
JNF5X20,50 x 200mm - Dry - Sawn - C16 - Softwood,£14.04 LM,£14.04
JNF5X20T,50 x 200mm - Dry - Sawn - C16 - Treated,£15.32 LM,£15.32
JNF5X20T24,50 x 200mm x 2.4m - Dry - Sawn - C16 treated (mat. only),£21.64 EA,£21.64
JNF5X20T3,50 x 200mm x 3.0m - Dry - Sawn - C16 treated (mat. only),£27.10 EA,£27.10
JNF5X20T36,50 x 200mm x 3.6m - Dry - Sawn - C16 treated (mat. only),£32.46 EA,£32.46
JNF5X20T42,50 x 200mm x 4.2m - Dry - Sawn - C16 treated (mat. only),£37.92 EA,£37.92
JNF5X20T48,50 x 200mm x 4.8m - Dry - Sawn - C16 treated (mat. only),£43.39 EA,£43.39
JNF5X20T54,50 x 200mm x 5.4m - Dry - Sawn - C16 treated (mat. only),£48.78 EA,£48.78
JNF5X20T6,50 x 200mm x 6.0m - Dry - Sawn - C16 treated (mat. only),£54.04 EA,£54.04
